번호,상호,도로명주소,지번주소,좌표
1,꽃길복권방,서울 강북구 덕릉로 140,서울 강북구 번2동 437-10번지,"127.0294575,37.6349710"
2,다모아,서울 구로구 공원로6나길 39-1 ,서울 구로구 구로동 29-21,"126.8918236,37.5044702"
3,다모아복권명당,서울 구로구 서해안로30길 13-7,서울 구로구 오류동 137-46번지,"126.8443646,37.4933235"
4,다모아복권,서울 구로구 경인로19길 4,서울 구로구 오류동 315-14번지,"126.8428066,37.4959262"
5,팡팡복권방,서울 중구 퇴계로6길 5,서울 중구 회현동1가 194-11번지,"126.9783914,37.5580336"
6,노다지복권방,서울 성북구 화랑로13길 20,서울 성북구 하월곡동 21-103번지,"127.0425190,37.6043268"
7,한경종합광고,서울 송파구 백제고분로 198 정민빌딩,서울 송파구 삼전동 28-8,"127.0885766,37.5039358"
8,노다지복권방,서울 서초구 남부순환로356길 26 ,서울 서초구 양재동 11-87,"127.0379194,37.4837315"
9,하이로또,서울 금천구 금하로 686 ,서울 금천구 시흥동 908-2,"126.9063670,37.4519218"
10,대박찬스,서울 강북구 솔매로 105-1,서울 강북구 미아동 224-58번지,"127.0240314,37.6258036"
11,복권방,서울 구로구 도림로 55-1,서울 구로구 구로4동 767-182번지,"126.8900262,37.4888068"
12,복권,서울 중구 을지로 지하 58,서울 중구 을지로2가 9-7번지,Not found
13,행운마트,서울 중구 마른내로 54-1,서울 중구 인현동1가 97-2번지,"126.9938871,37.5642276"
14,대지사,서울 성동구 왕십리로 362 ,서울 성동구 도선동 363-1,"127.0303052,37.5643624"
15,넘보원 마트,서울 도봉구 도봉로165길 2,서울 도봉구 도봉1동 596-24번지,"127.0447015,37.6777000"
16,수연식품(대박찬스),서울 중랑구 면목로48길 11,서울 중랑구 면목동 458-120번지,"127.0894102,37.5822938"
17,복권,서울 중랑구 망우로30길 8,서울 중랑구 상봉동 136-50번지,"127.0743977,37.5928569"
18,복권나라,서울 송파구 백제고분로32길 23,서울 송파구 삼전동 175번지,"127.0950454,37.5003682"
19,코사마트독산점,서울 금천구 독산로75길 15 ,서울 금천구 독산동 1018-26,"126.9015073,37.4689113"
20,스타공인중개사사무소,서울 종로구 진흥로 484,서울 종로구 신영동 240번지,"126.9605547,37.6051675"
21,코사마트 평창점,서울 종로구 평창11길 5,서울 종로구 평창동 339번지,"126.9666152,37.6062160"
22,코사마트,서울 구로구 공원로 35,서울 구로구 구로5동 108-2번지,"126.8904472,37.5000947"
23,신림용꿈돼지꿈,서울 관악구 남부순환로 1869 ,서울 관악구 봉천동 1673-16,"126.9575783,37.4798463"
24,산성슈퍼,서울 송파구 성내천로63길 6 ,서울 송파구 거여동 577,"127.1572739,37.4903484"
25,복권명당,서울 관악구 장군봉1길 43 ,서울 관악구 봉천동 927-20,"126.9424689,37.4817277"
26,복권세계,서울 구로구 우마길 4,서울 구로구 가리봉동 124-2번지,"126.8874421,37.4823412"
27,히딩크복권방,서울 광진구 자양로13길 62,서울 광진구 자양동 623-28번지,"127.0812273,37.5338990"
28,영광생활유통,서울 금천구 범안로 1186 ,서울 금천구 독산동 1006-19,"126.8934608,37.4662659"
29,복권만화,서울 서초구 사임당로 39,서울 서초구 서초동 1578-5,"127.0141123,37.4884264"
30,사과나무,서울 중구 마른내로 124,서울 중구 오장동 206-37번지,"127.0017889,37.5644330"
31,하이로또복권방,서울 중구 청구로14길 3,서울 중구 신당동 387-60번지,"127.0118831,37.5611404"
32,대박복권방,서울 중구 퇴계로 398,서울 중구 무학동 11-2번지,"127.0157893,37.5650409"
33,행운복권방,서울 중구 다산로35길 11,서울 중구 신당동 241-5번지,"127.0148576,37.5635336"
34,짱복권,서울 종로구 종로 269,서울 종로구 종로6가 93-1,"127.0079010,37.5713332"
35,주택복권사랑방,서울 구로구 경인로53길 15,서울 구로구 구로동 1258번지,"126.8746491,37.5009708"
36,로또샹스카페,서울 구로구 남부순환로105길 14,서울 구로구 가리봉동 135-68번지,"126.8918968,37.4793582"
37,복권마을,서울 구로구 구로동로 72,서울 구로구 구로4동 805-20번지,"126.8860533,37.4853561"
38,복권명가,서울 구로구 개봉로 26,서울 구로구 개봉동 403-165번지,"126.8565118,37.4880157"
39,잭팟 복권방,서울 동대문구 왕산로43길 36,서울 동대문구 청량리동 53-20,"127.0476225,37.5844179"
40,노다지복권방,서울 동대문구 한빛로 1-1,서울 동대문구 신설동 84-1번지,"127.0239582,37.5763336"
41,샘터,서울 동대문구 신이문로 33,서울 동대문구 이문동 237-107번지,"127.0658773,37.6031560"
42,노다지 노원역점 복권방,서울 노원구 상계로 78,서울 노원구 상계동 340-1번지,"127.0637878,37.6562415"
43,복권방(천하명당),서울 성동구 행당로 75,서울 성동구 행당동 347번지,"127.0274496,37.5565532"
44,복권클럽,서울 성동구 독서당로 318 ,서울 성동구 금호동4가 147,"127.0242565,37.5479762"
45,신성사,서울 영등포구 신길로 63 ,서울 영등포구 신길동 448-3,"126.9080224,37.4982702"
46,행운의사랑방,서울 영등포구 도림로 465,서울 영등포구 문래동4가 6-1번지,"126.8915924,37.5157199"
47,왕대박,서울 영등포구 영등포로 412,서울 영등포구 신길동 1321번지,"126.9236304,37.5127802"
48,복권마을,서울 영등포구 가마산로 421-2,서울 영등포구 신길동 347-220번지,"126.9036152,37.5045833"
49,복권천국,서울 서초구 서초대로 97,서울 서초구 방배4동 874-7번지,"126.9928710,37.4877214"
50,천하명당복권방,서울 은평구 은평로 51,서울 은평구 신사동 3-11번지,"126.9134725,37.5987843"
51,행운복권방,서울 은평구 연서로 258 ,서울 은평구 불광동 320-1,"126.9233602,37.6198190"
52,행운복권방,서울 은평구 은평로 101,서울 은평구 응암동 90-14번지,"126.9190713,37.6000102"
53,복권전문점,서울 도봉구 도당로 123-1,서울 도봉구 방학1동 658-27번지,"127.0399306,37.6674976"
54,나눔,서울 도봉구 도당로13길 34,서울 도봉구 방학동 634번지,"127.0348862,37.6661539"
55,캐논종합,서울 용산구 청파로 101,서울 용산구 한강로3가 1-3번지,"126.9621779,37.5334635"
56,노다지복권방,서울 양천구 월정로 137,서울 양천구 신월1동 116-14번지,"126.8374734,37.5311699"
57,복권천국,서울 강서구 방화대로33길 66,서울 강서구 방화동 249-110번지,"126.8130030,37.5682776"
58,신명,서울 강서구 방화동로3길 1,서울 강서구 방화동 620-192번지,"126.8084821,37.5624644"
59,복권마을,서울 강서구 화곡로 321,서울 강서구 화곡동 1105,"126.8502658,37.5529215"
60,아그네스,서울 강서구 방화동로 44,서울 강서구 방화동 609-187번지,"126.8115831,37.5645254"
61,복권나라,서울 중랑구 봉화산로 30,서울 중랑구 중화동 312-1번지,"127.0775738,37.6014432"
62,은혜,서울 중랑구 면목로91길 46,서울 중랑구 상봉동 112-51번지,"127.0834697,37.5941104"
63,복권명당,서울 중랑구 면목로 362,서울 중랑구 면목동 413-3번지,"127.0885949,37.5842596"
64,복권방,서울 마포구 백범로 127,서울 마포구 염리동 154-10번지,"126.9454449,37.5465715"
65,복권천국방,서울 마포구 동교로 92,서울 마포구 서교동 480-1번지,"126.9123878,37.5542360"
66,복권백화점,서울 마포구 월드컵로 157,서울 마포구 망원동 474-2번지,"126.9047690,37.5616061"
67,한삼인 홍제역점,서울 서대문구 통일로 457,서울 서대문구 홍제동 330-60번지,"126.9432497,37.5892071"
68,복권마트,서울 서대문구 세검정로 31,서울 서대문구 홍제동 265-5번지,"126.9449371,37.5919666"
69,행운복권방,서울 서대문구 신촌로 235-1 ,서울 서대문구 북아현동 220-43,"126.9523110,37.5574111"
70,노다지복권방,서울 서대문구 충정로 73,서울 서대문구 충정로2가 124,"126.9659361,37.5653389"
71,복권세계,서울 동작구 신대방길 8,서울 동작구 신대방동 618-26번지,"126.9121974,37.4879344"
72,복권명당,서울 동작구 국사봉길 26 ,서울 동작구 신대방동 338-19,"126.9292516,37.4981061"
73,뉴현대칼라,서울 동작구 상도로 143 송암빌딩,서울 동작구 상도동 191-1,"126.9353927,37.5028363"
74,복권나라,서울 동작구 성대로 42 소망교회,서울 동작구 상도동 256-42,"126.9334048,37.4988580"
75,복권명당,서울 강동구 구천면로 214,서울 강동구 천호3동 550-1번지,"127.1284340,37.5403972"
76,복권방,서울 강동구 천호대로176길 10-3,서울 강동구 성내동 245-32번지,"127.1360918,37.5338460"
77,단골집편의점,서울 강동구 구천면로 194 ,서울 강동구 천호동 417-7,"127.1262788,37.5405765"
78,포인트,서울 강동구 올림픽로 677 ,서울 강동구 천호동 354-5,"127.1243645,37.5420022"
79,삼정그린환경,서울 강동구 양재대로 1355,서울 강동구 성내3동 428-5번지,"127.1356320,37.5274004"
80,복드림복권방,서울 강동구 상암로 99,서울 강동구 암사1동 488-34번지,"127.1339998,37.5474950"
81,하늘담 복권,서울 금천구 시흥대로 97 시흥유통상가,서울 금천구 시흥동 984,"126.9014950,37.4438361"
82,복권방,서울 금천구 시흥대로 90 정송빌딩,서울 금천구 시흥동 954-7,"126.9039556,37.4421143"
83,행운으뜸,서울 관악구 신림로17길 45,서울 관악구 신림동 1537-14,"126.9364841,37.4686929"
84,대풍,서울 관악구 조원로 116,서울 관악구 신림동 513-1,"126.9152750,37.4849784"
85,로또담배,서울 관악구 난곡로 82 ,서울 관악구 신림동 667-36,"126.9192225,37.4627402"
86,복권나라,서울 관악구 남부순환로 1739-9 ,서울 관악구 봉천동 926-25,"126.9435149,37.4828091"
87,천하명당,서울 관악구 난우길 18,서울 관악구 신림동 608-34,"126.9187404,37.4745943"
88,대박복권방,서울 금천구 독산로64길 18 ,서울 금천구 독산동 378-235,"126.9036754,37.4650948"
89,천하명당복권방독산점,서울 금천구 독산로85길 16 ,서울 금천구 독산동 989-16,"126.9022376,37.4725437"
90,복권나라,서울 관악구 은천로 40-1 ,서울 관악구 봉천동 941-18,"126.9398561,37.4860271"
91,주택복권사랑방,서울 관악구 난곡로 363-1 ,서울 관악구 신림동 518-11,"126.9134460,37.4864446"
92,대박복권방,서울 성북구 돌곶이로 60,서울 성북구 석관동 250-10번지,"127.0589936,37.6092027"
93,복권명당,서울 광진구 영화사로 59,서울 광진구 중곡동 107-43,"127.0930152,37.5552976"
94,복권나라,서울 광진구 군자로 146 동진빌딩,서울 광진구 군자동 66-3,"127.0756153,37.5544221"
95,복권방,서울 광진구 자양로18길 34,서울 광진구 구의1동 246-70번지,"127.0854860,37.5377902"
96,천하명당복권방,서울 광진구 능동로 413,서울 광진구 중곡3동 167-3번지,"127.0841001,37.5659658"
97,대원복권방,서울 광진구 답십리로 382,서울 광진구 중곡동 561-2번지,"127.0828924,37.5713101"
98,행운의집,서울 광진구 능동로19길 7 ,서울 광진구 화양동 111-114,"127.0733741,37.5469217"
99,천하명당,서울 송파구 백제고분로40길 31,서울 송파구 석촌동 294-5번지,"127.1079241,37.5020244"
100,럭키복권샵,서울 송파구 성내천로 218,서울 송파구 마천동 77-9번지,"127.1517190,37.4996443"
101,명지복권방,서울 송파구 거마로 55,서울 송파구 거여1동 133-82번지,"127.1462713,37.4978579"
102,천하명당복권방,서울 송파구 백제고분로41길 7,서울 송파구 송파1동 18-18번지,"127.1082337,37.5068189"
103,광림마트,서울 강남구 도곡로 213 마고빌딩,서울 강남구 역삼동 788-35,"127.0421212,37.4930827"
104,강남상회,서울 강남구 봉은사로 179 H타워,서울 강남구 논현동 192-19,"127.0334242,37.5074669"
105,달랑슈퍼,서울 강남구 삼성로82길 22 ,서울 강남구 대치동 955-1,"127.0595491,37.5052869"
106,다온 편의점,서울 강북구 오현로 190 ,서울 강북구 번동 306-11,"127.0394270,37.6284803"
107,보경식품,서울 강북구 도봉로 211,서울 강북구 미아동 207-2번지,"127.0254311,37.6275081"
108,동호슈퍼,서울 중구 동호로 163,서울 중구 신당동 372-31번지,"127.0117354,37.5529638"
109,하나더마트,서울 중구 퇴계로90길 22,서울 중구 신당동 152-7번지,"127.0219410,37.5643906"
110,하임마트,서울 중구 퇴계로 439-4,서울 중구 황학동 714번지,"127.0208148,37.5659248"
111,을지상회,서울 중구 장충단로13길 43,서울 중구 을지로6가 18-188번지,"127.0064646,37.5680983"
112,로또복권방,서울 중구 마른내로 21,서울 중구 저동2가 17-1번지,"126.9902750,37.5649581"
113,남산골,서울 중구 퇴계로 222-1,서울 중구 필동2가 37-11번지,"126.9965795,37.5615793"
114,한밭식품,서울 중구 창경궁로 53-1 ,서울 중구 을지로4가 85-1,"126.9978838,37.5671884"
115,승보슈퍼,서울 중구 마장로9길 49-19 ,서울 중구 황학동 17,"127.0183959,37.5701696"
116,자현당,서울 종로구 북촌로 10,서울 종로구 재동 84-16,"126.9858289,37.5778436"
117,해피복권방,서울 종로구 자하문로 306 ,서울 종로구 홍지동 99-3,"126.9590915,37.5997380"
118,비원복권,서울 종로구 돈화문로 66,서울 종로구 와룡동 68,"126.9912018,37.5744400"
119,emart24 포이사거리점,서울 강남구 개포로 202 석인빌딩,서울 강남구 개포동 1238,"127.0449992,37.4781815"
120,대박나라,서울 강남구 밤고개로 219,서울 강남구 자곡동 56-120,"127.1070340,37.4747519"
121,만물,서울 강남구 테헤란로37길 42 ,서울 강남구 역삼동 674,"127.0399234,37.5050635"
122,파랑새식품,서울 강남구 논현로151길 23 ,서울 강남구 신사동 563-1,"127.0263227,37.5198138"
123,광림마트,서울 강남구 도산대로26길 8 ,서울 강남구 논현동 7-10,"127.0275051,37.5186405"
124,진흥슈퍼,서울 강남구 논현로150길 31 논현동빌딩,서울 강남구 논현동 61-19,"127.0309691,37.5198352"
125,현대슈퍼,서울 강남구 개포로 508,서울 강남구 개포동 186-15,"127.0679694,37.4892391"
126,형제식품,서울 강남구 학동로38길 11 ,서울 강남구 논현동 211,"127.0345628,37.5142533"
127,경남마트,서울 구로구 고척로52길 21,서울 구로구 고척2동 306번지,"126.8561914,37.5041462"
128,천하명당,서울 구로구 오류로 60 성진빌딩,서울 구로구 오류동 170-11,"126.8403404,37.4899944"
129,과자종합상사,서울 구로구 경인로33길 82,서울 구로구 고척2동 269-5번지,"126.8508700,37.5014788"
130,공단 복권방,서울 구로구 디지털로19길 12,서울 구로구 가리봉동 131-22,"126.8900689,37.4803247"
131,현진식품,서울 구로구 중앙로 32,서울 구로구 고척1동 52-346번지,"126.8638719,37.5007704"
132,24시미니슈퍼,서울 구로구 도림로 94,서울 구로구 구로3동 147-6번지,"126.8936197,37.4906815"
133,제일복권,서울 동대문구 회기로 194,서울 동대문구 휘경동 319-1번지,"127.0573619,37.5898561"
134,J수퍼,서울 동대문구 왕산로 211 ,서울 동대문구 청량리동 258,"127.0460875,37.5810869"
135,복권천국,서울 동대문구 전농로2나길 15,서울 동대문구 답십리동 488-60,"127.0574665,37.5674271"
136,한성식품,서울 중구 수표로 26,서울 중구 저동2가 48-7번지,"126.9904222,37.5635122"
137,무교식품,서울 중구 다동길 43 한외빌딩,서울 중구 다동 70,"126.9816321,37.5682206"
138,럭키복권방,서울 노원구 노원로 428,서울 노원구 상계동 1282번지,"127.0680070,37.6550110"
139,평강슈퍼,서울 노원구 노해로75길 14-2,서울 노원구 상계동 704번지,"127.0576243,37.6543036"
140,굿데이,서울 노원구 화랑로 421,서울 노원구 공릉동 683-16번지,"127.0743905,37.6175151"
141,우리슈퍼,서울 성동구 행당로17길 9,서울 성동구 행당동 309-9,"127.0334047,37.5592988"
142,행당상회,서울 성동구 고산자로 290-3,서울 성동구 행당1동 191-3번지,"127.0367149,37.5656620"
143,대일슈퍼,서울 성동구 고산자로 331,서울 성동구 마장동 568-1,"127.0371464,37.5691913"
144,무지개슈퍼,서울 영등포구 영등포로 379-1,서울 영등포구 신길동 97-82,"126.9204443,37.5139755"
145,영일식품,서울 영등포구 당산로32길 10 ,서울 영등포구 당산동3가 228-1,"126.8978509,37.5262350"
146,신세계슈퍼,서울 영등포구 대림로 191,서울 영등포구 대림동 739-1번지,"126.8983516,37.4978102"
147,유진식품,서울 영등포구 도림로 220,서울 영등포구 신길동 436-26번지,"126.9045271,37.4980511"
148,대창청과슈퍼,서울 영등포구 신길로 203 ,서울 영등포구 신길동 221-39,"126.9103173,37.5102345"
149,G마트,서울 영등포구 디지털로 387,서울 영등포구 대림동 862-6번지,"126.9021983,37.4916582"
150,우선식품,서울 영등포구 도신로 231-2,서울 영등포구 신길동 163-5번지,"126.9166887,37.5125008"
151,행복,서울 서초구 강남대로30길 63 초석빌딩,서울 서초구 양재동 7-43,"127.0405970,37.4827551"
152,평화슈퍼,서울 은평구 연서로 198-1,서울 은평구 대조동 219-2번지,"126.9190392,37.6163163"
153,갈현토큰,서울 은평구 통일로 905 ,서울 은평구 갈현동 392-5,"126.9196271,37.6237829"
154,수색마트 복권방,서울 은평구 수색로 256 ,서울 은평구 수색동 106-1,"126.8962904,37.5822583"
155,월드24시,서울 은평구 통일로 855-15,서울 은평구 갈현1동 398-1번지,"126.9198115,37.6192490"
156,영훈슈퍼마켓,서울 도봉구 덕릉로 222,서울 도봉구 창3동 557-5번지,"127.0376438,37.6378092"
157,한아름유통,서울 도봉구 노해로41길 38-17,서울 도봉구 쌍문동 281-52번지,"127.0255004,37.6508386"
158,국민슈퍼,서울 도봉구 도봉로 588,서울 도봉구 창5동 731-55번지,"127.0401219,37.6570481"
159,돼지슈퍼,서울 도봉구 삼양로 628,서울 도봉구 쌍문동 512-23번지,"127.0141599,37.6591158"
160,오성할인마트,서울 도봉구 도봉로 505,서울 도봉구 쌍문동 88-127번지,"127.0356170,37.6507192"
161,럭키슈퍼,서울 용산구 후암로 52 ,서울 용산구 후암동 27-14,"126.9773898,37.5506110"
162,델타슈퍼,서울 용산구 한강대로38가길 11,서울 용산구 한강로2가 153-5,"126.9702253,37.5296843"
163,복권세상,서울 양천구 곰달래로5길 26,서울 양천구 신월동 110-18번지,"126.8337009,37.5319080"
164,복권판매소,서울 양천구 중앙로 251 ,서울 양천구 신정동 1182-2,"126.8532203,37.5187137"
165,신정복권,서울 양천구 신목로 70-1 신통빌딩,서울 양천구 신정동 89-29,"126.8737457,37.5211436"
166,뉴신명,서울 양천구 목동중앙서로7가길 39,서울 양천구 목동 792-1,"126.8639758,37.5333581"
167,호야식품,서울 양천구 중앙로 234,서울 양천구 신정동 1052-1번지,"126.8543217,37.5174717"
168,농심가슈퍼마트,서울 양천구 목동중앙본로 54 ,서울 양천구 목동 234-4,"126.8690350,37.5407045"
169,삼육구마트,서울 양천구 목동중앙서로 15-1,서울 양천구 목동 790-21,"126.8655353,37.5327867"
170,또와식품,서울 강서구 양천로 694,서울 강서구 염창동 264-8번지,"126.8728580,37.5501074"
171,현대마트,서울 강서구 공항대로 649,서울 강서구 염창동 283-12번지,"126.8769814,37.5473516"
172,강서스포츠,서울 강서구 곰달래로 156-1,서울 강서구 화곡동 896-1,"126.8503251,37.5306737"
173,길로또복권,서울 강서구 등촌로 215,서울 강서구 등촌2동 509-2번지,"126.8632576,37.5489865"
174,화곡본마트,서울 강서구 까치산로4길 3,서울 강서구 화곡본동 98-60번지,"126.8441365,37.5424875"
175,씨유 개화산역점,서울 강서구 양천로 19,서울 강서구 방화동 498-4,"126.8060166,37.5728106"
176,새로나슈퍼,서울 강서구 강서로5나길 10,서울 강서구 화곡1동 904-10번지,"126.8477249,37.5287490"
177,진영슈퍼,서울 강서구 등촌로 79,서울 강서구 등촌동 565-6,"126.8632544,37.5370345"
178,강서슈퍼,서울 강서구 공항대로59길 29,서울 강서구 등촌동 646-32번지,"126.8635090,37.5529787"
179,금강식품,서울 강서구 강서로 207 영신빌딩,서울 강서구 화곡동 1024-10,"126.8373956,37.5443703"
180,바이더웨이,서울 동대문구 회기로25길 133,서울 동대문구 이문2동 283-12번지,"127.0581010,37.5954926"
181,하나로슈퍼,서울 동대문구 고산자로 484,서울 동대문구 제기동 844번지,"127.0388650,37.5827498"
182,엔마트,서울 동대문구 장한로31길 10,서울 동대문구 장안2동 304-5번지,"127.0713102,37.5754311"
183,그린슈퍼,서울 동대문구 왕산로 138 ,서울 동대문구 용두동 24-4,"127.0387162,37.5780534"
184,일등복권방,서울 동대문구 사가정로 125,서울 동대문구 전농동 38-12번지,"127.0588674,37.5778732"
185,경성식품,서울 동대문구 망우로21길 52,서울 동대문구 휘경1동 192-5번지,"127.0599821,37.5904274"
186,위드미 외대이문점,서울 동대문구 외대역동로 106,서울 동대문구 이문1동 120-36번지,"127.0649410,37.5973834"
187,신영슈퍼,서울 강남구 광평로51길 27,서울 강남구 수서동 708번지,"127.1008468,37.4893292"
188,삼성마트,서울 강남구 선릉로 636,서울 강남구 삼성동 34-3,"127.0430251,37.5132097"
189,그린수퍼,서울 중랑구 동일로130길 42 ,서울 중랑구 중화동 291-40,"127.0824660,37.5998297"
190,신안할인마트,서울 중랑구 공릉로2나길 44,서울 중랑구 묵동 382번지,"127.0794961,37.6141322"
191,묵동식품,서울 중랑구 동일로 919,서울 중랑구 묵동 238-11,"127.0770797,37.6124742"
192,서울복권방,서울 중랑구 동일로 809-1,서울 중랑구 중화동 305-17번지,"127.0789937,37.6027235"
193,대박드림복권,서울 중랑구 망우로 203,서울 중랑구 중화동 208-33번지,"127.0748050,37.5939790"
194,부안식품,서울 중랑구 용마산로 409,서울 중랑구 면목동 20-51,"127.0958996,37.5881796"
195,우정상회,서울 중랑구 상봉로 110 ,서울 중랑구 망우동 506-8,"127.0933666,37.5957119"
196,현대슈퍼,서울 중랑구 봉우재로 203-1,서울 중랑구 망우본동 514-80번지,"127.0953148,37.5947975"
197,대구상회,서울 마포구 토정로31길 51,서울 마포구 용강동 6-1번지,"126.9437697,37.5429897"
198,새한양슈퍼,서울 마포구 월드컵북로 262,서울 마포구 성산동 446,"126.9012653,37.5719911"
199,명신사,서울 마포구 월드컵로 97,서울 마포구 망원동 57-34번지,"126.9087136,37.5572982"
200,정원쇼핑,서울 서대문구 홍은중앙로 99,서울 서대문구 홍은동 9-333번지,"126.9484227,37.5995754"
201,홍제삼거리마트,서울 서대문구 통일로 407,서울 서대문구 홍제동 147-2번지,"126.9469568,37.5859161"
202,민영슈퍼,서울 서대문구 응암로 104,서울 서대문구 북가좌동 292-11번지,"126.9130368,37.5817546"
203,강원슈퍼,서울 서대문구 모래내로 355,서울 서대문구 홍은동 277-18번지,"126.9355787,37.5816390"
204,제일슈퍼,서울 서대문구 응암로 79 문화빌딩,서울 서대문구 북가좌동 309-3,"126.9113059,37.5803829"
205,굿타임,서울 서대문구 거북골로 39,서울 서대문구 남가좌동 343-1,"126.9235892,37.5791494"
206,코사마트,서울 동작구 상도로 10-7 ,서울 동작구 대방동 401-5,"126.9220764,37.4997327"
207,개미식품,서울 동작구 노량진로 110 ,서울 동작구 노량진동 41-5,"126.9380558,37.5132094"
208,삼원미니슈퍼,서울 동작구 상도로 93 ,서울 동작구 상도동 328-7,"126.9308466,37.5001200"
209,상도편의점,서울 동작구 상도로 276 ,서울 동작구 상도1동 745-1,"126.9477266,37.5027023"
210,신영상회,서울 동작구 장승배기로 143 ,서울 동작구 노량진동 235-5,"126.9399028,37.5103934"
211,한냉매점,서울 동작구 노들로 674 노량진수산물도매시장,서울 동작구 노량진동 13-6,"126.9368431,37.5148693"
212,인동상회,서울 노원구 한글비석로 396,서울 노원구 상계5동 173-1번지,"127.0731379,37.6619876"
213,동아슈퍼,서울 노원구 노원로 522,서울 노원구 상계10동 673번지,"127.0610225,37.6611720"
214,우성슈퍼,서울 강동구 구천면로 371,서울 강동구 암사동 421-6번지,"127.1397792,37.5507044"
215,삼익마트,서울 강동구 상암로 211,서울 강동구 명일동 341-5번지,"127.1461712,37.5466396"
216,롯데마트,서울 강동구 상일로 17,서울 강동구 상일동 342번지,"127.1730085,37.5486364"
217,동원마트,서울 강동구 풍성로 209,서울 강동구 성내3동 412-6번지,"127.1351131,37.5293543"
218,그린슈퍼,서울 강동구 천중로52길 15,서울 강동구 길동 355-1번지,"127.1441998,37.5401027"
219,시흥식품,서울 금천구 시흥대로63길 13 ,서울 금천구 시흥동 121-10,"126.8988564,37.4549160"
220,대성미니슈퍼,서울 관악구 남부순환로 1413,서울 관악구 신림동 566-2,"126.9076235,37.4808506"
221,럭키슈퍼,서울 금천구 시흥대로 143 ,서울 금천구 시흥동 985-12,"126.9031021,37.4469194"
222,혜성슈퍼,서울 관악구 호암로24길 42 법포,서울 관악구 신림동 1535,"126.9354776,37.4694162"
223,유창슈퍼,서울 금천구 범안로17길 41 진도3차아파트,서울 금천구 독산동 1136,"126.8933034,37.4684444"
224,대화식품,서울 금천구 가산로 53 ,서울 금천구 독산동 296-16,"126.8969170,37.4714235"
225,여명슈퍼마켓,서울 성북구 장위로15길 4,서울 성북구 장위동 230-188번지,"127.0415104,37.6143360"
226,행운마트,서울 성북구 종암로 174,서울 성북구 하월곡동 90-121번지,"127.0317844,37.6053850"
227,행운부동산(IGA),서울 성북구 보국문로 167,서울 성북구 정릉동 780번지,"127.0023559,37.6167677"
228,데이앤나잇,서울 성북구 종암로 132 종암우림카이저팰리스,서울 성북구 종암동 132,"127.0334985,37.6019266"
229,일공일사(1014),서울 성북구 성북로 31 ,서울 성북구 성북동1가 116,"127.0036363,37.5907043"
230,한양슈퍼복권,서울 성북구 지봉로24길 65,서울 성북구 보문동5가 148번지,"127.0204939,37.5823578"
231,보원상회,서울 성북구 보문로 56,서울 성북구 보문동7가 22-14번지,"127.0222869,37.5804606"
232,크로바,서울 종로구 종로54길 42 ,서울 종로구 창신동 411-16,"127.0140021,37.5704056"
233,보성상회,서울 광진구 아차산로 343,서울 광진구 자양1동 774-14번지,"127.0811995,37.5373294"
234,세븐일레븐 강변테크노마트점,서울 광진구 광나루로56길 85,서울 광진구 구의동 546-4번지,"127.0957093,37.5357263"
235,현대식품,서울 광진구 아차산로 413,서울 광진구 구의1동 243-22번지,"127.0884916,37.5379417"
236,성우미니마트,서울 송파구 가락로 167 ,서울 송파구 송파동 122-9,"127.1137483,37.5039767"
237,럭키슈퍼,서울 송파구 송파대로42길 20,서울 송파구 송파1동 87-20번지,"127.1098601,37.5053686"
238,제일유통,서울 송파구 중대로9길 27,서울 송파구 가락동 97번지,"127.1186805,37.4955060"
239,명진슈퍼,서울 송파구 새말로 142,서울 송파구 문정동 97-4번지,"127.1296426,37.4835485"
240,해피데이마트,서울 송파구 동남로6길 14,서울 송파구 문정동 30-17번지,"127.1247051,37.4890591"
241,우일,서울 송파구 마천로 235,서울 송파구 마천2동 25-2번지,"127.1439956,37.4999584"
242,혜성슈퍼,서울 송파구 송이로27길 9,서울 송파구 가락2동 132-7번지,"127.1260680,37.4934615"
243,복권파티,서울 송파구 오금로 516,서울 송파구 거여동 31-10번지,"127.1461745,37.4928173"
244,동원식품,서울 송파구 오금로40길 40,서울 송파구 가락동 154-18번지,"127.1287934,37.4971975"
245,피터팬,서울 은평구 은평로 193,서울 은평구 녹번동 206번지,"126.9290016,37.6017999"
246,쎄븐타임,서울 용산구 백범로47길 6,서울 용산구 효창동 5-220,"126.9585028,37.5407589"
247,아이비즈마트,서울 용산구 만리재로 148,서울 용산구 서계동 264-3번지,"126.9637114,37.5523123"
248,해태24시,서울 양천구 곰달래로 11,서울 양천구 신월동 126-35,"126.8339368,37.5299112"
249,로또행운마트,서울 양천구 남부순환로 327,서울 양천구 신월5동 52-11번지,"126.8274885,37.5377467"
250,우성빨래방,서울 동대문구 장한로 147,서울 동대문구 장안2동 306-3번지,"127.0715291,37.5734613"
251,CU경기대사거리점,서울 서대문구 경기대로 62 ,서울 서대문구 충정로2가 184-7,"126.9638375,37.5643009"
252,스파,서울 노원구 동일로 1493 상계주공아파트(10단지),서울 노원구 상계동 666-3,"127.0580017,37.6616424"
253,오렌지스토아,서울 광진구 면목로 105,서울 광진구 중곡동 245-1번지,"127.0795482,37.5630362"
254,MS마트,서울 광진구 광나루로 546 두성빌딩,서울 광진구 구의동 229-7,"127.0901734,37.5445382"
