번호,상호,도로명주소,지번주소,좌표
5359,씨유평택신대점,경기 평택시 평남로 58,경기 평택시 신대동 76-7,"127.0589451,37.0027334"
5360,지제역로또,경기 평택시 모산영신1길 27,경기 평택시 동삭동 0,"127.0877420,37.0212446"
5361,씨유평택비전골든점,경기 평택시 비전2로 133,경기 평택시 비전동 1070-4,"127.1056730,37.0021871"
5362,국제,경기 평택시 송탄로 313,경기 평택시 서정동 40-6,"127.0594856,37.0717181"
5363,행복로또 판매점,경기 포천시 호국로929번길 3,경기 포천시 선단동 555-2,"127.1618941,37.8487332"
5364,용정식당,경기 포천시 용정경제로1길 13-17,경기 포천시 군내면 용정리 477,"127.2025289,37.8836575"
5365,너에게로~또1등,경기 하남시 미사강변동로84번길 39,경기 하남시 망월동 1129-4,"127.1952766,37.5634046"
5366,드림 복권판매점,경기 하남시 신장1로 20,경기 하남시 신장동 450-24,"127.2099992,37.5379377"
5367,성강동인,경기 하남시 신장로 212,경기 하남시 덕풍동 342-31,"127.1982645,37.5439199"
5368,스마일로또(대한냉열),경기 화성시 삼성1로 283,경기 화성시 반월동 357-28,"127.0707738,37.2274440"
5369,대한복권판매장,경기 화성시 발안남로55번길 27,경기 화성시 향남읍 발안리 139-5,"126.9049602,37.1299987"
5370,남양나눔복권,경기 화성시 남양천로 17,경기 화성시 남양읍 남양리 2251,"126.8206124,37.2092980"
5371,상신복권판매점&셀프카페,경기 화성시 신광길 21,경기 화성시 향남읍 상신리 598-99,"126.9031116,37.1042705"
5372,세븐일레븐 화성봉담대로점,경기 화성시 삼천병마로 894-4,경기 화성시 봉담읍 세곡리 17,"126.9387927,37.1874578"
5373,행운나눔점(로또복권),경기 화성시 와우로 74-1,경기 화성시 봉담읍 와우리 24-1,"126.9740655,37.2135854"
5374,만세로또,경기 화성시 3.1만세로 768,경기 화성시 팔탄면 매곡리 180-7,"126.8815713,37.1128729"
5375,로또1등판매점,경기 화성시 병점중앙로170번길 2,경기 화성시 진안동 873-1,"127.0377001,37.2127752"
5376,정류장 로또 맛집,경기 화성시 경기대로 1025-5,경기 화성시 봉담읍 덕리 305-2,"127.0353545,37.2068705"
5377,로또명당 일산점,경기 고양시 일산서구 일중로15번길 86,경기 고양시 일산서구 일산동 655-268,"126.7701736,37.6829649"
5378,대원로또판매점,경기 고양시 덕양구 고골길 5,경기 고양시 덕양구 관산동 672-34,"126.8550944,37.7089946"
5379,로또 다온,경기 고양시 일산동구 고봉로 612,경기 고양시 일산동구 성석동 1238-14,"126.7883589,37.7113046"
5380,열린,경기 고양시 일산동구 중앙로 1011,경기 고양시 일산동구 백석동 1303,"126.7901398,37.6409678"
5381,세븐복권방,경기 고양시 일산동구 숲속마을1로 28-8,경기 고양시 일산동구 풍동 829-3,"126.7996557,37.6633414"
5382,일등복권,경기 고양시 일산서구 강성로 145,경기 고양시 일산서구 주엽동 19,"126.7597951,37.6716506"
5383,로또645카페,경기 고양시 일산동구 일산로 46,경기 고양시 일산동구 백석동 1308,"126.7879067,37.6423617"
5384,수 복권,경기 고양시 덕양구 마상로134번길 99,경기 고양시 덕양구 주교동 610-8,"126.8339929,37.6561776"
5385,복권방,경기 고양시 덕양구 통일로 1267,경기 고양시 덕양구 내유동 307-12,"126.8426741,37.7253812"
5386,456복권방,경기 고양시 일산동구 성현로 341,경기 고양시 일산동구 문봉동 166,"126.8215159,37.7027897"
5387,으뜸복권판매장,경기 고양시 덕양구 삼송로205번길 7,경기 고양시 덕양구 삼송동 60-1,"126.8962271,37.6540948"
5388,한나마트,경기 고양시 일산서구 일현로 140,경기 고양시 일산서구 탄현동 121,"126.7646894,37.7002488"
5389,행운드림,경기 고양시 덕양구 삼원로 51,경기 고양시 덕양구 원흥동 702,"126.8757481,37.6411021"
5390,오마이로또,경기 고양시 일산서구 일청로8번길 41,경기 고양시 일산서구 일산동 637-1,"126.7722465,37.6847338"
5391,행신뒷고기,경기 고양시 덕양구 무원로54번길 15-20,경기 고양시 덕양구 행신동 732-2,"126.8334185,37.6185657"
5392,금빛 달 라온제나,경기 고양시 덕양구 화신로 233,경기 고양시 덕양구 화정동 1127,"126.8349596,37.6291373"
5393,영인상회,경기 과천시 과천대로2길 102,경기 과천시 갈현동 610-20,"126.9859419,37.4100318"
5394,지식로또방,경기 과천시 과천대로7길 65,경기 과천시 갈현동 456,"126.9758176,37.4166770"
5395,지니공인중개사사무소,경기 과천시 관문로 92,경기 과천시 중앙동 38,"126.9904189,37.4297486"
5396,가일복권,경기 과천시 과천대로7나길 18,경기 과천시 갈현동 390-10,"126.9788299,37.4155677"
5397,로또킹,경기 광명시 기아로 46,경기 광명시 소하동 1238,"126.8846207,37.4360017"
5398,더블로또복권판매점,경기 광명시 철산로 12,경기 광명시 철산동 264,"126.8675750,37.4755506"
5399,행복한 복권방,경기 광명시 안현로 19,경기 광명시 하안동 682-1,"126.8745206,37.4645219"
5400,토요일의 행복,경기 광명시 안재로2번길 15,경기 광명시 하안동 607-15,"126.8737661,37.4595575"
5401,지바,경기 광명시 금당로 36,경기 광명시 하안동 260-2,"126.8819971,37.4588537"
5402,다온 복권 판매점,경기 광명시 오리로 929-1,경기 광명시 광명동 158-240,"126.8595636,37.4777219"
5403,우정복권방,경기 광명시 너부대로 40,경기 광명시 광명동 211-1,"126.8497126,37.4778005"
5404,1등갈매,경기 구리시 갈매중앙로55번길 16-4,경기 구리시 갈매동 619-6,"127.1153321,37.6299008"
5405,설렘동행복권판매점,경기 구리시 동구릉로 149,경기 구리시 인창동 450-3,"127.1376340,37.6120415"
5406,씨유 구리굿모닝점,경기 구리시 건원대로99번길 112,경기 구리시 인창동 707,"127.1385064,37.6056088"
5407,로또 복권,경기 구리시 경춘로162번길 31,경기 구리시 교문동 219-29,"127.1332905,37.5991202"
5408,리맥스복권방,경기 구리시 경춘로 239,경기 구리시 인창동 676-1,"127.1416566,37.6016252"
5409,제이에스,경기 구리시 벌말로 108-25,경기 구리시 토평동 304,"127.1492737,37.5857349"
5410,한샘슈퍼,경기 구리시 안골로103번길 19-22,경기 구리시 수택동 422-22,"127.1416904,37.5983043"
5411,트윈팰리스 로또,경기 구리시 검배로48번길 9,경기 구리시 수택동 487-2,"127.1440577,37.5968589"
5412,갈매최강부동산공인중개사사무소,경기 구리시 갈매중앙로 131,경기 구리시 갈매동 590,"127.1189649,37.6364905"
5413,골드복권,경기 군포시 산본천로199번길 69,경기 군포시 산본동 55,"126.9368440,37.3727639"
5414,마리오,경기 군포시 공단로140번안길 32,경기 군포시 당정동 181-21,"126.9547902,37.3591071"
5415,이마트24 군포공단점,경기 군포시 산본로77번길 24,경기 군포시 당정동 369-5,"126.9588297,37.3532242"
5416,공단복권방,경기 군포시 산본로86번길 12,경기 군포시 당정동 169-3,"126.9569413,37.3559239"
5417,소망문화사,경기 군포시 엘에스로 162,경기 군포시 금정동 1-50,"126.9449564,37.3748957"
5418,씨유금정역로또점,경기 군포시 산본천로 217,경기 군포시 산본동 92-2,"126.9412368,37.3718585"
5419,로또명가,경기 군포시 군포로 534,경기 군포시 당동 750-26,"126.9465289,37.3536088"
5420,신기복권,경기 군포시 대야1로22번길 2,경기 군포시 대야미동 654-9,"126.9174888,37.3274231"
5421,대박나라,경기 남양주시 평내로161번길 3-17,경기 남양주시 평내동 594-2,"127.2417126,37.6473533"
5422,다산로또,경기 남양주시 미금로 122,경기 남양주시 다산동 3523-2,"127.1570556,37.6137517"
5423,행운,경기 남양주시 비룡로 793,경기 남양주시 수동면 입석리 327-7,"127.3226361,37.7084918"
5424,테라복권,경기 남양주시 다산지금로 202,경기 남양주시 다산동 6250,"127.1722176,37.5956456"
5425,제이몽,경기 남양주시 다산지금로163번길 6,경기 남양주시 다산동 6245,"127.1742928,37.5977567"
5426,행운잡아,경기 남양주시 경춘로1256번길 25,경기 남양주시 평내동 580-1,"127.2364755,37.6451648"
5427,동행(로또),경기 부천시 경인로 246-1,경기 부천시 심곡본동 737-4,"126.7828597,37.4829004"
5428,일오삼 복권방,경기 부천시 경인로 251-5,경기 부천시 심곡본동 551-9,"126.7834854,37.4832711"
5429,오늘도로또,경기 부천시 신흥로 190,경기 부천시 중동 1106,"126.7771122,37.5008714"
5430,복권방슈퍼,경기 부천시 부천로 364,경기 부천시 도당동 32,"126.7849569,37.5165306"
5431,우리복권방,경기 부천시 범안로 26,경기 부천시 괴안동 70-13,"126.8067129,37.4793440"
5432,은혜로또,경기 부천시 조마루로412번길 29,경기 부천시 원미동 60-2,"126.7894281,37.4961005"
5433,달샘복권방,경기 부천시 장말로294번길 31,경기 부천시 심곡동 330-51,"126.7743460,37.4899073"
5434,행운송일로또,경기 부천시 경인로60번길 14-11,경기 부천시 송내동 398-2,"126.7617553,37.4827077"
5435,원 복권방,경기 부천시 계남로295번길 45-1,경기 부천시 도당동 279-6,"126.7808422,37.5061599"
5436,대박복권방,경기 부천시 부흥로 220,경기 부천시 중동 713-4,"126.7667489,37.4956581"
5437,노다지복권방,경기 부천시 길주로77번길 55-9,경기 부천시 상동 532-10,"126.7522247,37.5070845"
5438,복권판매점,경기 부천시 소사로282번길 12-8,경기 부천시 소사동 43-50,"126.7952040,37.4833951"
5439,행운복권방,경기 부천시 소사로794번길 36,경기 부천시 원종동 250-2,"126.8066891,37.5274906"
5440,쿨마트,경기 부천시 도약로 221,경기 부천시 약대동 169-35,"126.7741438,37.5106302"
5441,복권명당,경기 부천시 송내대로42번길 28,경기 부천시 송내동 299-12,"126.7549327,37.4870687"
5442,행복,경기 부천시 옥산로 170,경기 부천시 도당동 272-28,"126.7804320,37.5086682"
5443,행운남매(복권판매점),경기 부천시 소사로 162,경기 부천시 소사본동 203-19,"126.7958601,37.4726752"
5444,행운드림복권,경기 부천시 조마루로105번길 8-12,경기 부천시 상동 569-4,"126.7561532,37.5002703"
5445,세븐일레븐 심곡중앙점,경기 부천시 성주로 244-1,경기 부천시 심곡본동 729-4,"126.7818303,37.4802045"
5446,역곡역 황금돼지,경기 부천시 역곡로 3,경기 부천시 역곡동 80-5,"126.8114260,37.4856217"
5447,우리동네 복권마트,경기 부천시 소사로 204,경기 부천시 소사본동 153-15,"126.7958094,37.4764630"
5448,하린,경기 부천시 성곡로 67,경기 부천시 여월동 5-17,"126.7975021,37.5192951"
5449,입석LED조명,경기 부천시 길주로 74,경기 부천시 상동 548-7,"126.7503332,37.5053279"
5450,땡큐복권,경기 부천시 까치로 117,경기 부천시 작동 63-2,"126.8051110,37.5167638"
5451,황금열매,경기 성남시 중원구 산성대로 432-1,경기 성남시 중원구 금광동 4617,"127.1596920,37.4503226"
5452,다행,경기 성남시 수정구 산성대로 445,경기 성남시 수정구 단대동 95-5,"127.1594592,37.4516134"
5453,다음주퇴사복권방,경기 성남시 수정구 위례광장로 36,경기 성남시 수정구 창곡동 565,"127.1409595,37.4680890"
5454,로또명당 미라클,경기 성남시 수정구 대왕판교로982번길 1-1,경기 성남시 수정구 고등동 416-1,"127.1021796,37.4281591"
5455,판교역 로또,경기 성남시 분당구 판교역로 136,경기 성남시 분당구 백현동 540,"127.1104534,37.3924916"
5456,중파사거리복권방,경기 성남시 수정구 수정로 147,경기 성남시 수정구 태평동 3497-2,"127.1364122,37.4425119"
5457,세븐일레븐 성남신흥역점,경기 성남시 수정구 산성대로 267,경기 성남시 수정구 신흥동 4124,"127.1464467,37.4413240"
5458,로또 대박라면 판교월드마크점,경기 성남시 분당구 대왕판교로606번길 58,경기 성남시 분당구 삼평동 741,"127.1135510,37.3955563"
5459,나이스복권방,경기 성남시 분당구 동판교로 58,경기 성남시 분당구 백현동 602,"127.1152273,37.3879097"
5460,축복이네 복권방,경기 성남시 수정구 성남대로 1241-1,경기 성남시 수정구 태평동 6833,"127.1272363,37.4407035"
5461,멍냥의 민족 남한산성역점,경기 성남시 수정구 산성대로 423,경기 성남시 수정구 단대동 111-3,"127.1586545,37.4497387"
5462,스마일로또＆셀프카페,경기 성남시 중원구 둔촌대로 431,경기 성남시 중원구 상대원동 1445,"127.1649973,37.4330828"
5463,황금돼지복권,경기 성남시 수정구 남문로 16,경기 성남시 수정구 태평동 5857-2,"127.1289512,37.4444032"
5464,금빛복권방,경기 성남시 수정구 남문로131번길 1,경기 성남시 수정구 태평동 2294,"127.1409840,37.4481914"
5465,부자복권,경기 성남시 수정구 수정남로 136,경기 성남시 수정구 신흥동 5184,"127.1424636,37.4431176"
5466,포리네복권방,경기 성남시 중원구 금빛로 96,경기 성남시 중원구 금광동 2835,"127.1661786,37.4503856"
5467,로또K,경기 성남시 중원구 산성대로 180,경기 성남시 중원구 성남동 2192,"127.1389847,37.4359507"
5468,백억복권,경기 성남시 분당구 판교로 700,경기 성남시 분당구 야탑동 151,"127.1517384,37.4042805"
5469,행복국수(로또판매점),경기 성남시 수정구 복정로16번길 2,경기 성남시 수정구 복정동 710,"127.1276548,37.4543204"
5470,남위례 복권방,경기 성남시 수정구 위례광장로 9-9,경기 성남시 수정구 창곡동 560-1,"127.1411484,37.4644861"
5471,인성INC,경기 성남시 중원구 광명로 411,경기 성남시 중원구 금광동 2600,"127.1723405,37.4484756"
5472,오케이동행복권,경기 성남시 분당구 불정로 219,경기 성남시 분당구 정자동 110,"127.1217817,37.3642006"
5473,오케이마트,경기 성남시 중원구 광명로 80,경기 성남시 중원구 성남동 2318,"127.1379517,37.4344189"
5474,경제복권방,경기 성남시 수정구 남문로90번길 21,경기 성남시 수정구 태평동 3305-3,"127.1375635,37.4451388"
5475,111호,경기 성남시 분당구 불정로376번길 37,경기 성남시 분당구 서현동 312-3,"127.1394439,37.3716281"
5476,서판교 로또왕,경기 성남시 분당구 운중로 176,경기 성남시 분당구 운중동 1018-3,"127.0826359,37.3909603"
5477,해븐복권방,경기 수원시 영통구 동수원로537번길 57,경기 수원시 영통구 원천동 28-25,"127.0458796,37.2748295"
5478,성지포토복권방,경기 수원시 장안구 월드컵로429번길 2,경기 수원시 장안구 연무동 251-26,"127.0251278,37.2936756"
5479,럭키로또,경기 수원시 팔달구 장다리로233번길 23,경기 수원시 팔달구 인계동 971-1,"127.0250128,37.2708000"
5480,영통중심상가,경기 수원시 영통구 청명남로 31,경기 수원시 영통구 영통동 998-8,"127.0752912,37.2529491"
5481,위즈파크로또복권,경기 수원시 장안구 송원로59번길 15,경기 수원시 장안구 송죽동 501-13,"127.0076133,37.3007787"
5482,망포역 로또복권방,경기 수원시 영통구 덕영대로 1478,경기 수원시 영통구 망포동 41-1,"127.0524779,37.2451633"
5483,1등명당복권,경기 수원시 영통구 효원로358번길 3,경기 수원시 영통구 매탄동 1156,"127.0406515,37.2592427"
5484,천하제일복권명당,경기 수원시 팔달구 고매로 21,경기 수원시 팔달구 고등동 64-4,"127.0050138,37.2715296"
5485,로또 율전점,경기 수원시 장안구 덕영대로417번길 52-33,경기 수원시 장안구 율전동 145-2,"126.9690122,37.3034710"
5486, 믿음 복권,경기 수원시 장안구 조원로89번길 39,경기 수원시 장안구 조원동 766-8,"127.0143106,37.2996261"
5487,금딱지,경기 수원시 팔달구 세지로152번길 3,경기 수원시 팔달구 인계동 1003-8,"127.0211395,37.2650287"
5488,호매실 드림로또,경기 수원시 권선구 호매실로104번길 24-43,경기 수원시 권선구 호매실동 1401,"126.9625695,37.2579757"
5489,옹이로또복권,경기 수원시 팔달구 팔달로99번길 22,경기 수원시 팔달구 화서동 96-11,"127.0019973,37.2775822"
5490,에이치복권,경기 수원시 권선구 고산로16번길 3,경기 수원시 권선구 고색동 74-40,"126.9822237,37.2480998"
5491,(돈드림)복권 판매점,경기 수원시 권선구 정조로 431-2,경기 수원시 권선구 세류동 1142-7,"127.0129451,37.2479901"
5492,행운모아 복권방,경기 수원시 권선구 서수원로577번길 305,경기 수원시 권선구 금곡동 1077,"126.9404313,37.2759866"
5493,화서벽산점,경기 수원시 팔달구 팔달로165번길 43,경기 수원시 팔달구 화서동 40-2,"127.0042954,37.2837268"
5494,호매실복권방,경기 수원시 권선구 금곡로196번길 15,경기 수원시 권선구 금곡동 1118-3,"126.9527110,37.2730381"
5495,인생여섯컷,경기 수원시 권선구 정조로384번길 2,경기 수원시 권선구 세류동 1166,"127.0149096,37.2436345"
5496,매탄삼성복권판매점,경기 수원시 영통구 인계로 293-1,경기 수원시 영통구 매탄동 815-5,"127.0496239,37.2632388"
5497,대세아이스크림,경기 수원시 권선구 세권로 174,경기 수원시 권선구 권선동 1061-3,"127.0232719,37.2557169"
5498,골든돼지,경기 수원시 영통구 매봉로 38,경기 수원시 영통구 매탄동 1202-6,"127.0531442,37.2712879"
5499,빛여울복권,경기 수원시 팔달구 창룡대로7번길 22,경기 수원시 팔달구 북수동 295,"127.0176938,37.2828590"
5500,씨유 정왕원룸센터점,경기 시흥시 큰솔공원로 14,경기 시흥시 정왕동 1543-2,"126.7557783,37.3424614"
5501,조아복권방,경기 시흥시 호현로 1-1,경기 시흥시 신천동 713-19,"126.7828762,37.4417856"
5502,소정이네복권방,경기 시흥시 장곡로53번길 17-1,경기 시흥시 장곡동 810-6,"126.7828759,37.3778590"
5503,돼지 복권방,경기 시흥시 중심상가4길 24,경기 시흥시 정왕동 1744-1,"126.7373039,37.3435047"
5504,도원로또방,경기 시흥시 은계중앙로 65,경기 시흥시 은행동 647,"126.8000327,37.4363046"
5505,단비복권방,경기 시흥시 다솜마을2길 1,경기 시흥시 정왕동 1802-1,"126.7398588,37.3502375"
5506,노다지복권,경기 시흥시 서울대학로 77,경기 시흥시 배곧동 294-1,"126.7093438,37.3580177"
5507,로또명당,경기 시흥시 복지로53번길 19,경기 시흥시 대야동 487-10,"126.7874919,37.4448613"
5508,영앤리치 복권판매점,경기 안산시 상록구 도매시장로 119,경기 안산시 상록구 일동 538-6,"126.8650006,37.3158275"
5509,파이브 스타마트,경기 안산시 상록구 용신로 268,경기 안산시 상록구 사동 1201-4,"126.8520672,37.3030109"
5510,행복드림복권방,경기 안산시 상록구 건건3길 37-1,경기 안산시 상록구 건건동 680-1,"126.9054721,37.3049947"
5511,산들애 복권판매점,경기 안산시 상록구 석호로 42,경기 안산시 상록구 이동 694,"126.8473639,37.3077192"
5512,품육(와동점),경기 안산시 단원구 와동로 48,경기 안산시 단원구 와동 700-8,"126.8294596,37.3344584"
5513,가람,경기 안산시 상록구 수인로 1836,경기 안산시 상록구 장상동 437-1,"126.8706534,37.3476016"
5514,에스 25,경기 안산시 단원구 삼일로 401,경기 안산시 단원구 와동 736-1,"126.8224128,37.3335798"
5515,굿모닝로또,경기 안산시 단원구 풍전로 37-24,경기 안산시 단원구 원곡동 994-8,"126.7887658,37.3262377"
5516,지에스(GS)25 이동파크점,경기 안산시 상록구 도매시장로1길 40,경기 안산시 상록구 이동 534,"126.8595334,37.3123961"
5517,세븐일레븐 안산21세기점,경기 안산시 단원구 보배2길 37,경기 안산시 단원구 고잔동 616-5,"126.8312713,37.3305991"
5518,믿음로또복권,경기 안산시 상록구 감골2로 44,경기 안산시 상록구 사동 1345,"126.8514479,37.2911379"
5519,대길복권방,경기 안산시 상록구 용담마을길 5-5,경기 안산시 상록구 건건동 940-18,"126.9003729,37.3013722"
5520,고향복권방,경기 안산시 상록구 매화로3길 27,경기 안산시 상록구 이동 569-7,"126.8632933,37.3049298"
5521,로또랑 오징어,경기 안양시 만안구 예술공원로 89-7,경기 안양시 만안구 안양동 16-7,"126.9171730,37.4161715"
5522,1등복권 안양점,경기 안양시 만안구 안양로247번길 21,경기 안양시 만안구 안양동 627-11,"126.9234259,37.3943406"
5523,또또,경기 안양시 만안구 삼봉로 18,경기 안양시 만안구 박달동 138-2,"126.9047486,37.4013444"
5524,대박로또,경기 안양시 동안구 흥안대로 96,경기 안양시 동안구 호계동 967,"126.9557224,37.3694726"
5525,복권판매점,경기 안양시 만안구 석수로16번길 26,경기 안양시 만안구 석수동 310-26,"126.9097647,37.4102346"
5526,행운가득 복권판매점,경기 안양시 동안구 경수대로 927,경기 안양시 동안구 비산동 571,"126.9336090,37.3981519"
5527,아랑 로또,경기 양평군 다문북길 69,경기 양평군 용문면 다문리 639-4,"127.5911795,37.4863311"
5528,공흥로또판매점,경기 양평군 남북로 82,경기 양평군 양평읍 공흥리 468-16,"127.5023900,37.4899336"
5529,대박로또판매점,경기 여주시 태평중앙1길 4,경기 여주시 가남읍 태평리 110-8,"127.5467277,37.2025473"
5530,황금로또,경기 여주시 청심로 24,경기 여주시 하동 416-3,"127.6235602,37.3007569"
5531,태정복권방,경기 오산시 수목원로468번길 28,경기 오산시 금암동 503-1,"127.0515511,37.1749495"
5532,올인,경기 오산시 대호로 45,경기 오산시 청학동 68-3,"127.0568876,37.1553892"
5533,1009로또판매점,경기 오산시 오산로 42,경기 오산시 갈곶동 168-8,"127.0679729,37.1305806"
5534,운암로또,경기 오산시 운암로 123,경기 오산시 오산동 917-3,"127.0784710,37.1570585"
5535,행복로또,경기 오산시 경기대로 703,경기 오산시 내삼미동 575,"127.0509941,37.1814611"
5536,복미당,경기 오산시 운암로 19,경기 오산시 원동 811-10,"127.0759746,37.1480830"
5537,잭팟복권판매,경기 오산시 원동로37번길 6,경기 오산시 원동 787-1,"127.0724980,37.1430985"
5538,여기가명당,경기 오산시 양산로 347,경기 오산시 양산동 379-1,"127.0236025,37.1962438"
5539,복권명당,경기 오산시 부원로87번길 19,경기 오산시 원동 907,"127.0879551,37.1420605"
5540,오산명당복권방,경기 오산시 원동로37번길 33,경기 오산시 원동 775-29,"127.0705511,37.1449556"
5541,양지복권,경기 용인시 처인구 중부대로 1879,경기 용인시 처인구 양지면 송문리 427,"127.2517744,37.2258095"
5542,행운로또복권방,경기 용인시 처인구 백옥대로 487,경기 용인시 처인구 이동읍 덕성리 283,"127.2031321,37.1808774"
5543,조은날복권방,경기 용인시 처인구 백옥대로 603,경기 용인시 처인구 이동읍 천리 231-1,"127.2063108,37.1905779"
5544,보라복권,경기 용인시 기흥구 한보라2로14번길 7-19,경기 용인시 기흥구 보라동 587-9,"127.1122043,37.2534901"
5545,남사복권방,경기 용인시 처인구 처인성로185번길 28,경기 용인시 처인구 남사읍 봉무리 445-4,"127.1512434,37.1143961"
5546,지나치기힘든복권판매점,경기 용인시 처인구 천덕산로 279,경기 용인시 처인구 남사읍 진목리 200-1,"127.1353916,37.1056634"
5547,성복3번출구점,경기 용인시 수지구 수지로112번길 11,경기 용인시 수지구 성복동 66-10,"127.0804385,37.3125702"
5548,참좋은 로또복권,경기 용인시 수지구 만현로 100,경기 용인시 수지구 상현동 257-22,"127.0845117,37.3078007"
5549,씨유용인청덕중앙점,경기 용인시 기흥구 구성3로28번길 12,경기 용인시 기흥구 청덕동 502-9,"127.1517699,37.2946088"
5550,복돼지복권방,경기 용인시 기흥구 어정로 100,경기 용인시 기흥구 상하동 461,"127.1408755,37.2743825"
5551,애니홈(ANNYHOME),경기 용인시 기흥구 서천로127번길 11-3,경기 용인시 기흥구 서천동 811,"127.0728989,37.2364798"
5552,씨유용인원암점,경기 용인시 처인구 천덕산로 446,경기 용인시 처인구 남사읍 원암리 222-9,"127.1458419,37.0928637"
5553,우와한로또방,경기 용인시 기흥구 새천년로 18,경기 용인시 기흥구 신갈동 710,"127.1112006,37.2890878"
5554,전대행운복권방,경기 용인시 처인구 전대로 66,경기 용인시 처인구 포곡읍 전대리 196-9,"127.2186594,37.2843090"
5555,벧엘,경기 용인시 기흥구 죽전로 6,경기 용인시 기흥구 보정동 1261-3,"127.1093997,37.3202489"
5556,니인생레전드복권방,경기 용인시 기흥구 어정로 134-8,경기 용인시 기흥구 중동 760-1,"127.1451114,37.2749444"
5557,요고프로즌요거트,경기 의왕시 계원대학로 28,경기 의왕시 내손동 755-4,"126.9745654,37.3790979"
5558,대박복권,경기 의정부시 신흥로 262,경기 의정부시 의정부동 440-38,"127.0434187,37.7395129"
5559,일등복권방,경기 의정부시 태평로 218,경기 의정부시 의정부동 232-41,"127.0454795,37.7501620"
5560,더 끌림,경기 의정부시 평화로 271-9,경기 의정부시 호원동 448-1,"127.0467248,37.7158987"
5561,히든로또복권방,경기 의정부시 호국로 1293,경기 의정부시 의정부동 221-48,"127.0477869,37.7438697"
5562,으뜸복권방,경기 의정부시 효자로 14,경기 의정부시 민락동 732-1,"127.0866577,37.7435814"
5563,로또복권판매점,경기 의정부시 신촌로 43-1,경기 의정부시 가능동 630-7,"127.0392433,37.7504653"
5564,인생역전,경기 의정부시 오목로 37,경기 의정부시 용현동 24-6,"127.0870003,37.7335151"
5565,로또복권방 판매점,경기 의정부시 신촌로29번길 38,경기 의정부시 가능동 620,"127.0376752,37.7520442"
5566,4U인테리어,경기 의정부시 평화로322번길 39,경기 의정부시 호원동 432-9,"127.0484452,37.7219444"
5567,일조복권방,경기 파주시 새꽃로 209,경기 파주시 아동동 351-12,"126.7756397,37.7660693"
5568,세븐일레븐 운정로드점,경기 파주시 운정로 143,경기 파주시 상지석동 547-7,"126.7814259,37.7215013"
5569,씨유 파주운천점,경기 파주시 통일로 2038-2,경기 파주시 문산읍 운천리 91-10,"126.7698581,37.8807026"
5570,달달복권,경기 파주시 숲속노을로 265,경기 파주시 문발동 562-2,"126.7111964,37.7241144"
5571,행운의순간복권방,경기 파주시 경의로 1218,경기 파주시 와동동 1431-1,"126.7614696,37.7260742"
5572,당첨기운팍팍복권방,경기 파주시 중앙로 288,경기 파주시 아동동 328-45,"126.7765361,37.7617119"
5573,우리 복권판매점,경기 포천시 가산로 109,경기 포천시 가산면 방축리 487-5,"127.1651200,37.8382003"
5574,용정로또복권방,경기 포천시 포천로 1357-6,경기 포천시 군내면 용정리 48-1,"127.2124264,37.8811809"
5575,여기로또복권,경기 하남시 미사강변북로30번길 130,경기 하남시 망월동 990,"127.1833258,37.5696314"
5576,로또와 더불어,경기 하남시 하남대로 230,경기 하남시 상산곡동 140-1,"127.2326577,37.4959729"
5577,미사 퍼스트 로또,경기 하남시 미사강변동로 127,경기 하남시 망월동 1093,"127.1911690,37.5658363"
5578,알텍코리아,경기 하남시 하남대로 947,경기 하남시 풍산동 618,"127.1936317,37.5458880"
5579,북위례복권방,경기 하남시 위례학암로 30,경기 하남시 학암동 645,"127.1586396,37.4870694"
5580,황금기랑,경기 하남시 미사강변동로 95,경기 하남시 망월동 1100,"127.1917417,37.5637312"
5581,천하명당복권방,경기 안성시 중앙로 424,경기 안성시 영동 428번지,"127.2736931,37.0064806"
5582,복권방,경기 군포시 당동로 8 ,경기 군포시 당동 771-15,"126.9437215,37.3509410"
5583,희망복권,경기 평택시 평택1로20번길 39 ,경기 평택시 평택동 34-12,"127.0892994,36.9942304"
5584,로또복권방,경기 안양시 만안구 경수대로 1265,경기 안양시 만안구 석수동 104-98번지,"126.9089026,37.4201447"
5585,7복권방,경기 수원시 권선구 매송고색로 873 수원공구유통타운,경기 수원시 권선구 평동 23-28,"126.9970851,37.2585704"
5586,즉석복권방,경기 수원시 영통구 산남로 2 ,경기 수원시 영통구 매탄동 866-18,"127.0471516,37.2638804"
5587,복권명당,경기 안양시 만안구 예술공원로 67 ,경기 안양시 만안구 안양동 31-2,"126.9168966,37.4142497"
5588,럭키로또,경기 이천시 이섭대천로 1226 ,경기 이천시 창전동 464-29,"127.4470483,37.2796931"
5589,당첨희망복권점,경기 이천시 영창로 145 ,경기 이천시 관고동 4-31,"127.4387585,37.2820767"
5590,대박,경기 구리시 안골로103번길 46,경기 구리시 수택동 405-16번지,"127.1415920,37.5994331"
5591,행운슈퍼 복권사는날,경기 부천시 경인로 148,경기 부천시 송내2동 578-5번지,"126.7718433,37.4836490"
5592,복권마트,경기 부천시 소사로 253,경기 부천시 소사본동 75-6번지,"126.7953325,37.4808484"
5593,아성슈퍼,경기 부천시 부흥로 202,경기 부천시 중동 712-4번지,"126.7650228,37.4958839"
